Course Name,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
34106-01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2018,55,52,94.55,13.62,4.4,4.69,4.79,4.65,4.65
34106-01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Spring 2019,53,47,88.68,15.62,4.45,4.57,4.57,4.57,4.49
34106-01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Winter 2016,54,43,79.63,16.65,4.47,4.7,4.74,4.51,4.7
34106-01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Winter 2017,53,40,75.47,16.58,4.46,4.83,4.73,4.58,4.45
34106-01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Winter 2018,53,34,64.15,12.76,4.62,4.88,4.65,4.59,4.62
34106-81,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2016,48,44,91.67,16.93,4.64,4.91,4.86,4.82,4.84
34106-81,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2017,46,49,106.52,13.8,4.76,4.92,4.9,4.82,4.84
34106-81,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2018,50,45,90,10.71,4.62,4.91,4.8,4.71,4.8
34106-85,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Spring 2019,55,47,85.45,11.72,4.79,4.94,4.91,4.85,4.89
34106-85,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Winter 2016,54,58,107.41,13.72,4.57,4.84,4.84,4.72,4.72
34106-85,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Winter 2017,55,58,105.45,13.6,4.47,4.74,4.66,4.5,4.53
34106-85,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Winter 2018,48,50,104.17,20.5,4.58,4.94,4.86,4.78,4.88
34108 01,Innovation Leadership,Lindsey,Pippel Lyman,Spring 2021,39,20,51.28,3.6,4.4,4.3,4.25,3.65,3.85
34108 01,Innovation Leadership,Lindsey,Pippel Lyman,Winter 2020,27,20,74.07,3.85,4.5,4.5,4.25,3.95,4.05
34108 81,Innovation Leadership,Lindsey,Pippel Lyman,Spring 2021,39,19,48.72,3.74,4.63,4.58,4.42,4.16,4.26
34108 81,Innovation Leadership,Lindsey,Pippel Lyman,Winter 2020,39,34,87.18,3.53,4.41,4.56,4.44,4.15,4.21
34108 85,Innovation Leadership,Lindsey,Pippel Lyman,Winter 2020,39,28,71.79,4.18,4.29,4.57,4.29,4.07,4.25
34108-01,Innovation Leadership ,Lindsey,Pippel Lyman,Spring 2019,35,30,85.71,3.33,4.07,3.73,3.53,3.33,3.27
34108-81,Innovation Leadership ,Lindsey,Pippel Lyman,Spring 2018,38,36,94.74,7,4.5,4.67,4.53,4.28,4.44
34110 01,Social Enterprise Lab,Christina,Hachikian,Winter 2020,22,15,68.18,7.13,4.27,3.93,4.07,4,3.8
34110-01,Social Enterprise Lab,Christina,Hachikian,Winter 2016,34,31,91.18,5.61,4.55,4.16,4.13,4.29,4.39
34110-01,Social Enterprise Lab,Christina,Hachikian,Winter 2017,32,31,96.88,11.77,4.45,4.32,4.16,4.03,4.26
34110-01,Social Enterprise Lab,Christina,Hachikian,Winter 2018,39,38,97.44,10.87,4.42,4.29,4,3.89,4.03
34110-01,Social Enterprise Lab,Christina,Hachikian,Winter 2019,24,23,95.83,24.17,4.65,4.35,4.39,4.3,4.09
34110-81,Social Enterprise Lab,Christina,Hachikian,Winter 2016,18,19,105.56,10.37,4.63,4.21,4.26,4.42,4.53
34111 01,Entrepreneurial Selling,Alter, Michael,Autumn 2019,28,28,100,3.7,4.9,4.9,4.6,4.5,4.5
34111 01,Entrepreneurial Selling,Michael,Alter,Autumn 2020,60,35,58.33,4.63,4.54,4.51,4.4,4.2,4.06
34111 01,Entrepreneurial Selling,Michael,Alter,Autumn 2021,64,44,68.75,4.45,4.52,4.43,4.11,3.82,3.61
34111 01,Entrepreneurial Selling,Michael,Alter,Spring 2021,57,22,38.6,4.95,4.18,4.5,4.23,4,3.86
34111 01,Entrepreneurial Selling,Michael,Alter,Winter 2020,52,23,44.23,4.39,4.52,4.43,4.35,4.04,3.87
34111 01,Entrepreneurial Selling,Michael,Alter,Winter 2021,52,30,57.69,4.3,4.5,4.5,4.13,4,3.93
34111 01,Entrepreneurial Selling,Michael,Alter,Winter 2022,26,9,34.62,4.56,4.67,4.56,4.44,4.44,4.22
34111 81,Entrepreneurial Selling,Michael,Alter,Autumn 2020,53,33,62.26,5.48,4.52,4.48,4.42,4.21,4.3
34111 81,Entrepreneurial Selling,Michael,Alter,Autumn 2021,57,40,70.18,4.25,4.6,4.58,4.35,4.08,4.13
34111 81,Entrepreneurial Selling,Michael,Alter,Spring 2020,48,23,47.92,5.09,4.52,4.57,4.48,4.22,4.26
34111 81,Entrepreneurial Selling,Michael,Alter,Winter 2020,33,15,45.45,5.73,4.67,4.67,4.67,4.53,4.53
34111 81,Entrepreneurial Selling,Michael,Alter,Winter 2021,35,25,71.43,4.92,4.68,4.48,4.48,4.44,4.48
34111 81,Entrepreneurial Selling,Michael,Alter,Winter 2022,33,21,63.64,5.48,4.81,4.81,4.57,4.29,4.29
34111 85,Entrepreneurial Selling,Alter, Michael,Autumn 2019,33,28,84.8,4.2,4.9,4.8,4.6,4.6,4.5
34111-01,Entrepreneurial Selling,Michael,Alter,Autumn 2017,51,44,86.27,10.45,3.84,3.75,3.64,3.52,3.5
34111-01,Entrepreneurial Selling,Michael,Alter,Autumn 2018,31,26,83.87,4,4.65,4.42,4.35,4.35,4.19
34111-01,Entrepreneurial Selling,Michael,Alter,Winter 2018,15,14,93.33,10.93,4.5,4.36,4.29,4,4.14
34111-01,Entrepreneurial Selling,Michael,Alter,Winter 2019,18,18,100,9.5,4.89,4.67,4.78,4.61,4.44
34111-01,Entrepreneurial Selling,Craig,Wortmann,Spring 2016,61,37,60.66,3.43,4.68,4.73,4.16,4.11,4.14
34111-01,Entrepreneurial Selling,Craig,Wortmann,Winter 2016,65,57,87.69,5,4.77,4.84,4.54,4.39,4.65
34111-81,Entrepreneurial Selling,Michael,Alter,Autumn 2017,49,39,79.59,6.69,4.51,4.41,4.41,4.26,4.32
34111-81,Entrepreneurial Selling,Michael,Alter,Autumn 2018,38,35,92.11,6.17,4.86,4.77,4.51,4.43,4.63
34111-81,Entrepreneurial Selling,Michael,Alter,Spring 2017,63,38,60.32,11.66,4.53,4.37,4.5,4.34,4.37
34111-81,Entrepreneurial Selling,Michael,Alter,Spring 2019,61,44,72.13,3.61,4.68,4.52,4.36,4.27,4.32
34111-81,Entrepreneurial Selling,Michael,Alter,Winter 2017,30,25,83.33,3.92,4.28,3.92,4.2,3.84,4
34111-81,Entrepreneurial Selling,Michael,Alter,Winter 2018,23,22,95.65,4.82,4.77,4.82,4.64,4.45,4.64
34111-81,Entrepreneurial Selling,Michael,Alter,Winter 2019,36,35,97.22,9.11,4.83,4.77,4.69,4.57,4.74
34111-81,Entrepreneurial Selling,Phillip,Leslie,Summer 2017,40,31,77.5,6.94,4,3.61,3.58,3.35,3.42
34111-81,Entrepreneurial Selling,Craig,Wortmann,Autumn 2016,67,60,89.55,11.77,4.53,4.82,4.55,4.42,4.55
34111-81,Entrepreneurial Selling,Craig,Wortmann,Spring 2016,57,41,71.93,6.22,4.8,4.9,4.66,4.63,4.71
34111-81,Entrepreneurial Selling,Craig,Wortmann,Summer 2016,68,61,89.71,5.34,4.79,4.93,4.59,4.54,4.72
34111-85,Entrepreneurial Selling,Michael,Alter,Spring 2018,47,42,89.36,13.24,4.93,4.86,4.79,4.6,4.83
34111-85,Entrepreneurial Selling,Craig,Wortmann,Winter 2016,65,53,81.54,7.36,4.85,4.94,4.7,4.66,4.81
34112-81,Impact Investing,Brian,Axelrad,Spring 2017,43,40,93.02,2.63,2.75,2.45,2.53,2.48,2.43
34112-81,Impact Investing,Robert H,Gertner,Spring 2017,43,40,93.02,2.63,2.75,2.45,2.53,2.48,2.43
34113 81,Impact Investing,Robert H,Gertner,Spring 2020,23,8,34.78,3.63,4.13,4,4.5,4.13,3.88
34113 81,Impact Investing,Robert H,Gertner,Winter 2021,33,18,54.55,3.83,4.17,3.72,4.11,3.61,3.67
34113 81,Impact Investing,Priya,Khetarpal,Spring 2020,23,8,34.78,3.63,4.63,4.38,4.5,4.13,3.88
34113 81,Impact Investing,Priya,Khetarpal,Winter 2021,33,18,54.55,3.83,4.39,4.17,4.11,3.61,3.67
34113 81,Impact Investing,Priya,Khetarpal,Winter 2022,57,21,36.84,4.14,3.71,3.76,3.38,3.05,3.1
34113 81,Impact Investing,Robert H,Gertner,Winter 2022,57,21,36.84,4.14,3.14,2.81,3.38,3.05,3.1
34113-01,Impact Investing,Robert H,Gertner,Spring 2019,29,24,82.76,7.67,2.83,2.42,2.79,2.71,2.63
34115 01,New Social Ventures,Robert H,Gertner,Spring 2020,12,6,50,15.83,4.83,4.83,4.5,4.83,4.67
34115 01,New Social Ventures,Robert H,Gertner,Spring 2021,12,3,25,14.67,5,5,5,5,5
34115 81,New Social Ventures,Robert H,Gertner,Spring 2020,13,3,23.08,10.67,4.33,3.33,5,4.67,4.67
34115 81,New Social Ventures,Robert H,Gertner,Spring 2021,11,5,45.45,10.4,4.4,4.2,4.6,4.6,4.4
34115-01,New Social Ventures,Robert H,Gertner,Spring 2016,13,13,100,19.46,3.85,3.54,4.62,4.62,4.46
34115-01,New Social Ventures,Robert H,Gertner,Spring 2017,10,11,110,15.82,4.27,3.82,4.45,4.55,4.64
34115-01,New Social Ventures,Robert H,Gertner,Spring 2018,13,13,100,15.92,4.46,4.31,4.85,4.85,4.77
34115-01,New Social Ventures,Robert H,Gertner,Spring 2019,16,15,93.75,27.07,4.6,4,4.53,4.67,4.73
34115-81,New Social Ventures,Robert H,Gertner,Spring 2016,12,13,108.33,24.92,4.69,4.15,4.92,4.85,4.92
34115-81,New Social Ventures,Robert H,Gertner,Spring 2017,17,16,94.12,22.63,4.38,4,4.5,4.56,4.5
34115-81,New Social Ventures,Robert H,Gertner,Spring 2018,19,17,89.47,17.82,4.35,3.88,4.47,4.47,4.59
34115-81,New Social Ventures,Robert H,Gertner,Spring 2019,12,11,91.67,9.09,4.45,3.82,4.27,4.73,4.64
34116-01,Social Enterprise Discovery ,Robert H,Gertner,Winter 2019,20,18,90,9.44,4.44,4.06,4.11,4,4.06
34117 01,Social Entrepreneurship and Innovation,Robert H,Gertner,Winter 2020,17,7,41.18,4.86,4.29,4,4.29,3.86,4.14
34117 81,Social Entrepreneurship and Innovation,Robert H,Gertner,Winter 2021,18,9,50,4.33,4.56,4.11,4.56,4.44,4.33
34117 81,Social Entrepreneurship and Innovation,Christina,Hachikian,Winter 2022,34,17,50,4.35,4.06,3.82,3.29,2.94,2.88
34117 81,Social Entrepreneurship and Innovation,Robert H,Gertner,Winter 2022,34,17,50,4.35,3.53,2.94,3.29,2.94,2.88
34117 85,Social Entrepreneurship and Innovation,Robert H,Gertner,Winter 2020,20,11,55,4.09,4.18,4,4,3.91,4.09
34205 01,Life Sciences: Innovation and Finance,Joshua,Fairbank,Spring 2020,65,21,32.31,3.62,4,4.1,4.1,3.95,3.86
34205-81,Life Sciences: Innovation and Finance ,Joshua,Fairbank,Spring 2019,63,51,80.95,6.98,4.24,4.43,4.18,4.06,4.27
34206 01,"Women As CEOs, Entrepreneurs, Investors, Executives & Directors",Alyssa,Rapp,Spring 2020,57,33,57.89,4.06,4.15,4.36,4.03,3.97,4.27
34206 01,"Women As CEOs, Entrepreneurs, Investors, Executives & Directors",Alyssa,Rapp,Spring 2021,67,19,28.36,3.68,3.58,3.79,3.32,3.53,3.58
34207 01,New Venture Tech,Ralph,Shayne,Spring 2020,42,16,38.1,2.25,2.69,2.63,2.75,2.13,2.25
34209 01,Private Markets from an Investor's Perspective,Stefan,Hepp,Winter 2022,36,13,36.11,6.08,4.08,4.08,4.23,3.77,3.54
34209 81,Private Markets from an Investor's Perspective,Stefan,Hepp,Winter 2022,28,15,53.57,6.47,4.47,4.4,4.47,4.4,4.2
34302 01,Entrepreneurship through Acquisition,Mark,Agnew,Autumn 2021,70,41,58.57,4.32,4.83,4.93,4.73,4.73,4.76
34302 01,Entrepreneurship through Acquisition,Mark,Agnew,Winter 2020,64,44,68.75,4.75,4.8,4.91,4.75,4.66,4.8
34302 01,Entrepreneurship through Acquisition,Mark,Agnew,Winter 2021,64,47,73.44,4.28,4.83,4.83,4.64,4.57,4.66
34302 01,Entrepreneurship through Acquisition,Brian,O'Connor,Autumn 2021,70,41,58.57,4.32,4.8,4.9,4.73,4.73,4.76
34302 01,Entrepreneurship through Acquisition,Brian,O'Connor,Winter 2020,64,44,68.75,4.75,4.89,4.93,4.75,4.66,4.8
34302 01,Entrepreneurship through Acquisition,Brian,O'Connor,Winter 2021,64,47,73.44,4.28,4.83,4.85,4.64,4.57,4.66
34302 01,Entrepreneurship through Acquisition,Brian,O'Connor,Winter 2022,69,41,59.42,4.2,4.93,4.98,4.85,4.8,4.93
34302 01,Entrepreneurship through Acquisition,Mark,Agnew,Winter 2022,69,41,59.42,4.2,4.9,4.98,4.85,4.8,4.93
34302 81,Entrepreneurship through Acquisition,Mark,Agnew,Autumn 2020,64,54,84.38,4.06,4.57,4.56,4.35,4.17,4.3
34302 81,Entrepreneurship through Acquisition,Brian,O'Connor,Autumn 2020,64,54,84.38,4.06,4.54,4.43,4.35,4.17,4.3
34302-01,Entrepreneurship through Acquisition,Mark,Agnew,Winter 2016,36,32,88.89,10.84,4.84,4.97,4.84,4.84,4.88
34302-01,Entrepreneurship through Acquisition,Mark,Agnew,Winter 2017,49,47,95.92,6.28,4.85,5,4.77,4.79,4.87
34302-01,Entrepreneurship through Acquisition,Brian,O'Connor,Winter 2016,36,32,88.89,10.84,4.84,4.97,4.84,4.84,4.88
34302-01,Entrepreneurship through Acquisition,Brian,O'Connor,Winter 2017,49,47,95.92,6.28,4.85,5,4.77,4.79,4.87
34302-01,Entrepreneurship through Acquisition,Brian,O'Connor,Winter 2018,65,57,87.69,4.65,4.7,4.79,4.82,4.7,4.74
34302-01,Entrepreneurship through Acquisition,Brian,O'Connor,Winter 2019,65,59,90.77,8.73,4.75,4.76,4.66,4.53,4.59
34304-01,"Cryptocurrency and Blockchain: Markets, Models and Opportunities ",Edward,Weinhaus,Winter 2019,60,51,85,5.24,2.8,3.12,2.92,2.84,2.75
34305 01,PE Transactions,Ritchie, Stephen,Autumn 2019,25,22,88,3.8,4.1,3.7,4.0,3.9,3.9
34305 01,Private Equity Transactions,Stephen,Ritchie,Autumn 2020,22,9,40.91,4.67,4.22,3.44,3.89,3.56,3.44
34305 01,Private Equity Transactions,Stephen,Ritchie,Autumn 2021,29,5,17.24,4.2,4.4,3.6,4.4,4,3.4
34306 01,Entrepreneurship through Intellectual Property,Margaret,Fleetwood,Winter 2021,27,13,48.15,3,4,3.85,3.85,3.38,3.31
34306 01,Entrepreneurship through Intellectual Property,Jay,Schrankler,Winter 2021,27,13,48.15,3,4,3.77,3.85,3.38,3.31
34307 01,Entrepreneurship through Intellectual Property,Jay,Schrankler,Winter 2022,21,8,38.1,3.38,4,3.88,3.88,3.75,3.63
34307 01,Entrepreneurship through Intellectual Property,Margaret,Fleetwood,Winter 2022,21,8,38.1,3.38,4.13,4.13,3.88,3.75,3.63
34501 01,Entrep for Science & Medicine,Altman, Robert,Autumn 2019,21,30,142.9,3.6,4.7,4.7,4.3,4.2,4.6
34501 01,Entrepreneurship for Science and Medicine,Robert,Altman,Autumn 2020,14,11,78.57,4,5,4.82,4.64,4.55,4.73
34501 01,Entrepreneurship for Science and Medicine,Robert,Altman,Autumn 2021,10,4,40,4.75,5,5,5,4.75,4.75
34501 01,Entrepreneurship for Science and Medicine,Robert,Altman,Spring 2020,14,7,50,4.43,4.14,3.86,4,3.86,3.86
34501 01,Entrepreneurship for Science and Medicine,Robert,Altman,Spring 2021,7,4,57.14,3.25,3.75,3.75,3.75,3.75,4
34501-01,Entrepreneurship for Science and Medicine,Robert,Altman,Autumn 2017,17,26,152.94,7.08,4.69,4.42,4.69,4.42,4.69
34501-01,Entrepreneurship for Science and Medicine,Robert,Altman,Autumn 2018,19,21,110.53,12.14,4.71,4.29,4.29,4.48,4.43
34501-01,Entrepreneurship for Science and Medicine,Robert,Altman,Spring 2018,7,21,300,20.81,4.38,4.57,4.38,4.29,4.57
34502 01,Intro to Venture Capital: A Toolkit for Analyzing and Financing Startups,Scott F,Meadow,Winter 2020,24,4,16.67,2,4.75,4.75,4.75,4.5,4.5
34502-01,Introduction to Venture Capital: A Toolkit for Analyzing and Financing Startups ,Scott F,Meadow,Winter 2018,23,37,160.87,4.97,4.54,4.84,4.59,4.41,4.7
34701-01,New Venture Lab,Michael,Moyer,Winter 2016,10,10,100,5.7,4.4,4.7,4.1,3.9,3.7
34701-01,New Venture Lab,Michael,Moyer,Winter 2017,22,20,90.91,5.6,3.95,4.35,3.65,3.45,3.5
34701-81,New Venture Lab,Michael,Moyer,Autumn 2017,16,16,100,17.5,4.06,4.06,3.5,3.63,3.38
34701-81,New Venture Lab,Michael,Moyer,Summer 2016,15,15,100,12.13,4.13,4.8,4.6,4.47,4.4
34701-81,New Venture Lab,Michael,Moyer,Summer 2017,22,22,100,14.14,4.32,4.5,4.32,4.27,4.32
34701-85,New Venture Lab,Michael,Moyer,Autumn 2016,19,17,89.47,14,4.41,4.35,4.18,4.06,4.18
34702 81,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2020,66,29,43.94,5.03,4.17,4.17,4.9,4.72,4.9
34702 81,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2021,85,27,31.76,9.22,4.26,4.22,4.74,4.63,4.59
34702 81,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2020,66,29,43.94,5.03,4.9,4.9,4.9,4.72,4.9
34702 81,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2021,85,27,31.76,9.22,4.89,4.81,4.74,4.63,4.59
34702 81,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2020,66,29,43.94,5.03,4.1,4.1,4.9,4.72,4.9
34702 81,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2021,85,27,31.76,9.22,4.26,4.22,4.74,4.63,4.59
34702 81,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Winter 2022,41,24,58.54,6.63,4.96,4.92,4.71,4.71,4.83
34702 82,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2020,58,30,51.72,17.47,4.77,4.77,4.67,4.5,4.6
34702 82,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2021,75,67,89.33,17.81,4.63,4.57,4.6,4.36,4.46
34702 82,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2020,58,30,51.72,17.47,4.07,4.13,4.67,4.5,4.6
34702 82,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2021,75,67,89.33,17.81,3.51,3.51,4.6,4.36,4.46
34702 82,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2020,58,30,51.72,17.47,4.6,4.67,4.67,4.5,4.6
34702 82,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2021,75,67,89.33,17.81,4.58,4.54,4.6,4.36,4.46
34702 82,Private Equity/Venture Capital Lab,Jason,Heltzer,Winter 2022,50,35,70,18.63,4.69,4.66,4.57,4.6,4.49
34702-81,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2017,61,60,98.36,20.3,4.68,4.61,4.29,4.29,4.64
34702-81,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2018,63,57,90.48,20.44,4.84,4.67,4.39,4.33,4.67
34702-81,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2019,68,57,83.82,18.26,4.82,4.75,4.47,4.4,4.67
34702-81,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2017,61,60,98.36,20.3,4.68,4.61,4.29,4.29,4.64
34702-81,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2018,63,57,90.48,20.44,4.84,4.67,4.39,4.33,4.67
34702-81,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2019,68,57,83.82,18.26,4.82,4.75,4.47,4.4,4.67
34702-81,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2017,61,60,98.36,20.3,4.68,4.61,4.29,4.29,4.64
34702-81,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2018,63,57,90.48,20.44,4.84,4.67,4.39,4.33,4.67
34702-81,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2019,68,57,83.82,18.26,4.82,4.75,4.47,4.4,4.67
34702-82,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2017,44,46,104.55,22.96,4.57,4.35,4.52,4.39,4.5
34702-82,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2018,49,44,89.8,22.98,4.3,4.07,4.02,3.84,4.09
34702-82,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2019,47,41,87.23,26.93,4.68,4.34,4.61,4.41,4.61
34702-82,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2017,44,46,104.55,22.96,4.57,4.35,4.52,4.39,4.5
34702-82,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2018,49,44,89.8,22.98,4.3,4.07,4.02,3.84,4.09
34702-82,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2019,47,41,87.23,26.93,4.68,4.34,4.61,4.41,4.61
34702-82,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2017,44,46,104.55,22.96,4.57,4.35,4.52,4.39,4.5
34702-82,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2018,49,44,89.8,22.98,4.3,4.07,4.02,3.84,4.09
34702-82,Private Equity/Venture Capital Lab,Ira,Weiss,Spring 2019,47,41,87.23,26.93,4.68,4.34,4.61,4.41,4.61
34704 81,Real Estate Lab: RE Challenge,Pagliari, Joseph,Autumn 2019,12,12,100,5.1,4.2,4.3,4.2,4.1,3.8
34704 81,Real Estate Lab: Real Estate Challenge,Joseph,Pagliari Jr.,Autumn 2020,11,7,63.64,5.29,5,4.71,4.71,4.71,4.71
34704 81,Real Estate Lab: Real Estate Challenge,Joseph,Pagliari Jr.,Autumn 2021,9,5,55.56,7.4,4.8,4.4,5,5,5
34704-81,Real Estate Lab: Real Estate Challenge,Joseph,Pagliari Jr.,Autumn 2016,5,5,100,5.4,4.6,5,4.8,4.6,4.6
34704-81,Real Estate Lab: Real Estate Challenge,Joseph,Pagliari Jr.,Autumn 2017,9,9,100,6.44,5,5,5,5,5
34704-81,Real Estate Lab: Real Estate Challenge,Joseph,Pagliari Jr.,Autumn 2018,13,12,92.31,5.08,3.67,4.08,4.42,4.17,4
34705 01,Entrepreneurial Discovery,Tebbe, Mark,Autumn 2019,44,44,100,4.8,4.3,4.4,4.0,3.9,4.1
34705 01,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2020,57,45,78.95,5.33,4.42,4.62,4.24,4.16,4.33
34705 01,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2021,60,44,73.33,4.2,4.18,4.3,4.18,3.8,4.05
34705 02,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2020,47,41,87.23,4.61,4.46,4.46,4.41,4.15,4.22
34705 02,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2021,60,45,75,5.18,4.42,4.56,4.44,4.11,4.22
34705 81,Entrepreneurial Discovery,Tebbe, Mark,Autumn 2019,44,44,100,5.3,4.2,4.5,4.3,4.1,4.2
34705-01,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2016,60,59,98.33,7.8,4.44,4.27,4.39,4.14,4.29
34705-01,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2017,60,60,100,8.42,4.5,4.52,4.35,4.22,4.38
34705-01,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2018,90,87,96.67,11.22,4.15,4.14,4.13,3.82,4.02
34706-01,Energy and CleanTech Lab,Jason,Blumberg,Winter 2016,20,19,95,8.26,3.47,3.53,3.63,3.58,3.58
34706-01,Energy and CleanTech Lab,Jason,Blumberg,Winter 2017,10,10,100,7.6,4.3,4.3,4.6,4.5,4.2
34706-01,Energy and CleanTech Lab,Jason,Blumberg,Winter 2018,23,23,100,6.83,4.09,4.04,4.26,4.13,4.09
34707-81,Private Equity Lab,Jason,Heltzer,Spring 2016,67,46,68.66,17.17,4.02,3.65,3.72,3.52,3.76
34707-81,Private Equity Lab,Christopher,Mcgowan,Spring 2016,67,46,68.66,17.17,4.02,3.65,3.72,3.52,3.76
34707-81,Private Equity Lab,Ira,Weiss,Spring 2016,67,46,68.66,17.17,4.02,3.65,3.72,3.52,3.76
34708-81,Venture Capital Lab,Jason,Heltzer,Spring 2016,34,27,79.41,22,4.3,4.22,4.26,4.07,4.3
34708-81,Venture Capital Lab,Christopher,Mcgowan,Spring 2016,34,27,79.41,22,4.3,4.22,4.26,4.07,4.3
34708-81,Venture Capital Lab,Ira,Weiss,Spring 2016,34,27,79.41,22,4.3,4.22,4.26,4.07,4.3
34709 01,Lab to Launch,Jason,Blumberg,Winter 2020,24,16,66.67,5.88,4.13,4.25,4.38,4.19,4.25
34709 01,Lab to Launch,Jason,Blumberg,Winter 2021,23,16,69.57,5.88,4.38,4.31,4.44,4.25,4.13
34709 01,Lab to Launch,Keith,Crandell,Winter 2020,24,16,66.67,5.88,4.38,4.69,4.38,4.19,4.25
34709 01,Lab to Launch,Keith,Crandell,Winter 2021,23,16,69.57,5.88,4.19,4.31,4.44,4.25,4.13
34709 01,Lab to Launch,Jason,Blumberg,Winter 2022,28,13,46.43,6.69,4.54,4.46,4.62,4.46,4.62
34709 01,Lab to Launch,Keith,Crandell,Winter 2022,28,13,46.43,6.69,4.31,4.31,4.62,4.46,4.62
34709-01,Lab to Launch ,Jason,Blumberg,Winter 2019,18,17,94.44,12.24,4.41,4.65,4.47,4.35,4.35
34709-01,Lab to Launch ,Keith,Crandell,Winter 2019,18,17,94.44,12.24,4.41,4.65,4.47,4.35,4.35
34715 01,Hacking For Defense,Thomas,Gossin-Wilson,Autumn 2021,29,15,51.72,10.67,4.53,4.73,4.13,3.93,3.67
34715 01,Hacking For Defense,M. Todd,Henderson,Autumn 2021,29,15,51.72,10.67,3.6,3.53,4.13,3.93,3.67
34721-01,Global Social Impact Practicum,Caroline,Grossman,Winter 2016,10,10,100,8.8,4.14,4.38,4.6,4.5,4.4
34721-01,Global Social Impact Practicum,Caroline,Grossman,Winter 2017,10,10,100,12.6,4.7,5,5,5,5
34721-01,Global Social Impact Practicum,Caroline,Grossman,Winter 2018,15,15,100,9.53,3.6,4.07,4.13,4.2,4.13
