Course,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price,Total Enrollment after  Phase 4,Seats Available after Phase 4,Phase 4 Price
41000-05,Business Statistics,Autumn,2021,"Monday, 3:00 -  6:00","Sokolov, Vadim",6,59,0,6,59,N/A,49,16,0,65,CLO,1251,63,2,N/A,,,
41000-81,Business Statistics,Autumn,2021,"Monday, 6:00 -  9:00","Kaji, Tetsuya",33,32,0,33,32,0,55,10,0,51,14,N/A,63,2,0,,,
41000-85,Business Statistics,Autumn,2021,"Saturday, 9:00 - 12:00","Polson, Nicholas",8,57,0,7,58,N/A,22,43,0,18,47,0,17,48,0,,,
41100-01,Applied Regression Analysis,Autumn,2021,"Monday, 8:30 - 11:30","Farrell, Max",1,64,0,0,65,N/A,28,37,0,30,35,0,30,35,0,,,
41100-02,Applied Regression Analysis,Autumn,2021,"Wednesday, 8:30 - 11:30","Farrell, Max",1,64,0,1,64,N/A,48,17,0,52,13,0,49,16,N/A,,,
41100-03,Applied Regression Analysis,Autumn,2021,"Friday, 8:30 - 11:30","Toulis (Panos), Panagiotis",4,61,0,5,60,0,65,CLO,1000,64,1,0,65,CLO,2500,,,
41100-04,Applied Regression Analysis,Autumn,2021,"Friday, 1:30 -  4:30","Toulis (Panos), Panagiotis",6,59,0,7,58,0,65,CLO,212,65,CLO,457,65,CLO,1,,,
41100-81,Applied Regression Analysis,Autumn,2021,"Wednesday, 6:00 -  9:00","Farrell, Max",21,44,0,19,46,0,23,42,0,23,42,N/A,19,46,0,,,
41100-85,Applied Regression Analysis,Autumn,2021,"Saturday, 1:30 -  4:30","Toulis (Panos), Panagiotis",16,49,0,14,51,0,31,34,0,29,36,0,40,25,0,,,
41203-81,Financial Econometrics,Autumn,2021,"Wednesday, 6:00 -  9:00","Russell, Jeffrey",46,19,0,52,13,0,58,7,0,60,5,0,54,11,0,,,
41301-01,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2021,"Tuesday, 2:00 -  5:00","Gilula, Zvi",23,15,0,24,14,0,26,12,0,28,10,0,29,9,0,,,
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2021,"Tuesday, 6:00 -  9:00","Gilula, Zvi",23,17,0,24,16,0,24,16,N/A,24,16,N/A,24,16,0,,,
41600-60,Econometrics and Statistics Colloquium,Autumn,2021,"Thursday, 1:30 -  3:00","Kaji, Tetsuya; Liang, Tengyuan",0,38,N/A,0,38,N/A,1,37,0,1,37,N/A,6,32,0,,,
41901-50,Probability and Statistics,Autumn,2021,"Wednesday, 3:00 -  6:00","Kaji, Tetsuya",2,20,0,2,20,N/A,15,7,0,16,6,0,19,3,20,,,
41910-50,Time-series Analysis for Forecasting and Model Building,Autumn,2021,"Friday, 1:30 -  4:30","Russell, Jeffrey",4,34,0,4,34,0,7,31,0,7,31,N/A,11,27,0,,,
41916-50,"Bayes, AI and Deep Learning",Autumn,2021,"Thursday, 8:30 - 11:30","Polson, Nicholas",11,13,0,14,10,0,17,7,0,17,7,N/A,14,10,0,,,
42001-01,Competitive Strategy,Autumn,2021,"Wednesday, 8:30 - 11:30","Covert, Thomas",23,42,0,25,40,0,65,CLO,212,65,CLO,2800,65,CLO,101,,,
42001-02,Competitive Strategy,Autumn,2021,"Thursday, 1:30 -  4:30","Covert, Thomas",9,56,0,8,57,0,65,CLO,1901,65,CLO,5,65,CLO,576,,,
42001-03,Competitive Strategy,Autumn,2021,"Friday, 8:30 - 11:30","Wollmann, Thomas",11,54,0,16,49,0,58,7,0,57,8,0,56,9,0,,,
42001-04,Competitive Strategy,Autumn,2021,"Friday, 1:30 -  4:30","Wollmann, Thomas",15,50,0,18,47,0,41,24,0,50,15,0,57,8,0,,,
42001-05,Competitive Strategy,Autumn,2021,"Monday, 8:30 - 11:30","Syverson, Chad",30,35,0,30,35,0,65,CLO,2013,65,CLO,0,65,CLO,150,,,
42001-81,Competitive Strategy,Autumn,2021,"Thursday, 6:00 -  9:00","Covert, Thomas",21,44,0,14,51,0,25,40,0,22,43,N/A,28,37,0,,,
42001-82,Competitive Strategy,Autumn,2021,"Monday, 6:00 -  9:00","Syverson, Chad",64,1,0,63,2,0,65,CLO,1000,65,CLO,N/A,65,CLO,3012,,,
42001-85,Competitive Strategy,Autumn,2021,"Saturday, 9:00 - 12:00","Wollmann, Thomas",65,CLO,2004,65,CLO,6245,65,CLO,N/A,65,CLO,N/A,65,CLO,6221,,,
42003-01,Literature and Strategic Leadership ⑤,Autumn,2021,"Monday, 1:30 -  4:30","Barry, Brian",13,25,0,14,24,0,15,23,0,16,22,0,10,28,N/A,,,
42003-81,Literature and Strategic Leadership ⑤,Autumn,2021,"Monday, 6:00 -  9:00","Barry, Brian",12,53,0,11,54,N/A,11,54,N/A,11,54,N/A,7,58,0,,,
42121-81,Merger & Acquisition Strategy,Autumn,2021,"Wednesday, 6:00 -  9:00","Morrissette, Stephen",70,CLO,16000,70,CLO,21415,70,CLO,N/A,70,CLO,N/A,70,CLO,21500,,,
42123-01,"Reputation, Regulation and Communications – How Media Influences Business",Autumn,2021,"Wednesday, 1:30 -  4:30","Rolnik, Guy",46,19,0,57,8,0,65,CLO,99,65,CLO,1500,65,CLO,2517,,,
42123-81,"Reputation, Regulation and Communications – How Media Influences Business",Autumn,2021,"Friday, 6:00 -  9:00","Rolnik, Guy",33,32,0,34,31,0,38,27,0,38,27,0,41,24,0,,,
42125-01,Social Sector Strategy and Structure,Autumn,2021,"Thursday, 1:30 -  4:30","Hachikian, Christina",16,29,0,15,30,N/A,45,CLO,1,44,1,0,41,4,0,,,
42125-81,Social Sector Strategy and Structure,Autumn,2021,"Thursday, 6:00 -  9:00","Hachikian, Christina",36,9,0,38,7,0,45,CLO,922,45,CLO,N/A,41,4,0,,,
42126-01,Arts Leadership: Exemplary is Not Enough ⑤,Autumn,2021,"Wednesday, 1:30 -  4:30","Ittelson, Mary",25,15,0,26,14,0,30,10,0,34,6,0,35,5,0,,,
42127-85,"Pivot for Success – Hone the Vision, Shift the Strategy, Make the Right Moves in Today’s Marketplace ⑤",Autumn,2021,"Saturday, 9:00 - 12:00","Hilliard, Amy",15,50,0,17,48,0,19,46,0,22,43,0,24,41,0,,,
42130-01,Industry Analysis ⑤,Autumn,2021,"Wednesday, 1:30 -  2:50","Kole, Stacey",7,23,0,10,20,0,13,17,0,17,13,0,11,19,0,,,
42201-81,The Legal Infrastructure of Business,Autumn,2021,"Wednesday, 6:00 -  9:00","Picker, Randal",70,CLO,1,70,CLO,2006,70,CLO,N/A,70,CLO,N/A,70,CLO,2500,,,
42201-85,The Legal Infrastructure of Business,Autumn,2021,"Saturday, 1:30 -  4:30","Picker, Randal",51,14,0,55,10,0,65,CLO,300,65,CLO,1500,65,CLO,2503,,,
42705-01,"Reputation, Regulation and Communications – How Media Influences Business - Lab",Autumn,2021,"Thursday, 8:30 - 11:30","Rolnik, Guy",12,18,0,13,17,0,13,17,N/A,13,17,N/A,14,16,0,,,
30000-81,Financial Accounting,Summer,2021,"Thursday, 6:00 -  9:00","Hanna, J.",18,47,0,18,47,N/A,45,20,0,46,19,6,48,17,0,,,
30000-85,Financial Accounting,Summer,2021,"Saturday, 9:00 - 12:00","Hanna, J.",10,55,0,11,54,0,20,45,0,22,43,1,23,42,0,,,
30001-81,Cost Analysis and Internal Controls,Summer,2021,"Tuesday, 6:00 -  9:00","Labro, Eva",36,29,0,32,33,0,36,29,0,36,29,20,49,16,0,,,
30001-82,Cost Analysis and Internal Controls,Summer,2021,"Wednesday, 6:00 -  9:00","Labro, Eva",33,32,0,34,31,0,35,30,0,35,30,N/A,56,9,0,,,
30130-85,Financial Statement Analysis,Summer,2021,"Saturday, 9:00 - 12:00","Jorgensen, Bjorn",19,46,0,27,38,0,29,36,0,30,35,1,44,21,0,,,
30830-88,Financial Statement Analysis ⑤,Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Minnis, Michael",20,45,0,30,35,0,30,35,N/A,30,35,N/A,49,16,0,,,
33001-81,Microeconomics,Summer,2021,"Tuesday, 6:00 -  9:00","Shivakumar, Ram",65,CLO,1,65,CLO,6500,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
33001-85,Microeconomics,Summer,2021,"Saturday, 9:00 - 12:00","Shivakumar, Ram",60,5,0,62,3,0,65,CLO,6500,65,CLO,N/A,65,CLO,N/A,,,
33032-81,Managing the Workplace,Summer,2021,"Tuesday, 6:00 -  9:00","Prendergast, Canice",70,CLO,123,70,CLO,3059,70,CLO,N/A,70,CLO,N/A,70,CLO,20000,,,
33040-81,Macroeconomics,Summer,2021,"Tuesday, 6:00 -  9:00","Davis, Steven",17,48,0,20,45,0,20,45,N/A,20,45,N/A,31,34,0,,,
33040-82,Macroeconomics,Summer,2021,"Wednesday, 6:00 -  9:00","Davis, Steven",18,47,0,16,49,0,16,49,N/A,16,49,N/A,28,37,0,,,
33301-81,"Management, Unions, and Collective Bargaining",Summer,2021,"Tuesday, 6:00 -  9:00","Jenkins, Richard",42,23,0,52,13,0,59,6,0,59,6,101,56,9,0,,,
33882-88,"Money, Banking, and the Financial Crisis ⑤",Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Kroszner, Randall",28,37,1000,35,30,5000,35,30,N/A,35,30,N/A,45,20,N/A,,,
34101-81,Entrepreneurial Finance and Private Equity,Summer,2021,"Thursday, 6:00 -  9:00","Meadow, Scott",70,CLO,2254,70,CLO,3,70,CLO,N/A,70,CLO,N/A,70,CLO,11677,,,
34102-81,New Venture Strategy,Summer,2021,"Monday, 6:00 -  9:00","Schrager, James",65,CLO,6527,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,65,CLO,22060,,,
34815-87,Building the New Venture ⑤,Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Deutsch, Waverly",44,21,0,45,20,0,45,20,N/A,45,20,N/A,56,9,0,,,
34815-88,Building the New Venture ⑤,Summer,2021,"EMBA Electives Week 2, 1:00 -  4:00","Deutsch, Waverly",56,9,0,60,5,N/A,60,5,N/A,60,5,N/A,63,2,5500,,,
34816-87,Innovation Strategy and Management ⑤,Summer,2021,"EMBA Electives Week 1, 1:00 -  4:00","Wolcott, Robert",21,44,0,24,41,0,24,41,N/A,24,41,N/A,44,21,0,,,
34816-88,Innovation Strategy and Management ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Wolcott, Robert",22,43,0,26,39,0,26,39,N/A,26,39,N/A,40,25,0,,,
34820-88,Entrepreneurship through Acquisition ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","O'Connor, Brian",59,6,2777,65,CLO,5001,65,CLO,N/A,65,CLO,N/A,64,1,N/A,,,
34882-88,New Venture Strategy ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Knez, Marc",47,18,1,51,14,N/A,51,14,N/A,51,14,N/A,57,8,1532,,,
34888-88,Innovation Leadership ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Lyman, Lindsey",15,50,0,18,47,0,18,47,N/A,18,47,N/A,35,30,0,,,
35000-81,Investments,Summer,2021,"Monday, 6:00 -  9:00","Chinco, Alex",26,39,0,28,37,0,31,34,0,31,34,N/A,41,24,0,,,
35000-85,Investments,Summer,2021,"Saturday, 1:30 -  4:30","Chinco, Alex",26,39,0,24,41,0,26,39,0,26,39,N/A,21,44,0,,,
35200-81,Corporation Finance,Summer,2021,"Friday, 6:00 -  9:00","Vermaelen, Theo",60,5,0,65,CLO,3000,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
35200-85,Corporation Finance,Summer,2021,"Saturday, 1:30 -  4:30","Vermaelen, Theo",18,47,0,24,41,0,25,40,0,25,40,N/A,32,33,0,,,
35201-81,Cases in Financial Management,Summer,2021,"Friday, 6:00 -  9:00","Hadlock, Charles; Pierce, Joshua",23,42,0,24,41,0,24,41,N/A,24,41,N/A,22,43,0,,,
35201-85,Cases in Financial Management,Summer,2021,"Saturday, 9:00 - 12:00","Hadlock, Charles; Pierce, Joshua",22,43,0,20,45,0,20,45,N/A,20,45,N/A,26,39,0,,,
35823-88,The Fintech Revolution ⑤,Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Zingales, Luigi",55,10,1600,66,CLO,N/A,66,CLO,N/A,66,CLO,N/A,64,1,N/A,,,
35881-88,Financial Instruments for Financial Risk Management ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Veronesi, Pietro",16,49,0,20,45,N/A,20,45,N/A,20,45,N/A,26,39,N/A,,,
36110-81,Application Development,Summer,2021,"Wednesday, 6:00 -  9:00","Betina, Raghu",30,CLO,2000,27,3,0,30,CLO,2451,30,CLO,N/A,30,CLO,18204,,,
36820-88,Application Domain Modeling ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Betina, Raghu",12,18,0,15,15,0,15,15,N/A,15,15,N/A,24,6,N/A,,,
37000-81,Marketing Strategy,Summer,2021,"Thursday, 6:00 -  9:00","Dhar, Sanjay",65,CLO,500,65,CLO,600,65,CLO,N/A,65,CLO,N/A,65,CLO,5002,,,
37000-85,Marketing Strategy,Summer,2021,"Saturday, 9:00 - 12:00","Dhar, Sanjay",65,CLO,1601,65,CLO,5001,65,CLO,N/A,65,CLO,N/A,65,CLO,5121,,,
37107-81,Experimental Marketing,Summer,2021,"Wednesday, 6:00 -  9:00","Urminsky, Oleg",41,24,0,44,21,0,44,21,N/A,44,21,N/A,45,20,0,,,
37802-87,Pricing Strategies ⑤,Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Dubé, Jean-Pierre",32,33,1000,36,29,501,36,29,N/A,36,29,N/A,53,12,2000,,,
37810-88,New Product Development ⑤,Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Dhar, Sanjay",26,24,1000,30,20,0,30,20,N/A,30,20,N/A,32,18,0,,,
37816-88,Consumer Behavior ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Bartels, Daniel",25,40,0,34,31,0,34,31,N/A,34,31,N/A,51,14,0,,,
37882-88,Marketing Strategy Simulation ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Chintagunta, Pradeep",29,36,0,30,35,0,30,35,N/A,30,35,N/A,34,31,N/A,,,
38118-81,Effective Management of Groups and Teams,Summer,2021,"Friday, 6:00 -  9:00","Hastie, Reid",41,9,0,50,CLO,100,50,CLO,N/A,50,CLO,N/A,43,7,0,,,
38118-85,Effective Management of Groups and Teams,Summer,2021,"Saturday, 1:30 -  4:30","Hastie, Reid",24,26,0,22,28,0,24,26,0,24,26,N/A,27,23,0,,,
38123-81,Leadership Capital ⑤,Summer,2021,"Tuesday, 6:00 -  9:00","Ginzel, Linda",52,13,0,54,11,0,54,11,N/A,54,11,N/A,53,12,0,,,
38123-82,Leadership Capital ⑤,Summer,2021,"Wednesday, 6:00 -  9:00","Ginzel, Linda",36,29,0,44,21,0,47,18,0,45,20,N/A,43,22,0,,,
38825-88,Behavioral Economics ⑤,Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Pope, Devin",29,36,123,32,33,3500,32,33,N/A,32,33,N/A,50,15,4244,,,
38870-87,Designing a Good Life ⑤,Summer,2021,"EMBA Electives Week 2, 1:00 -  4:00","Epley, Nicholas",23,42,0,30,35,0,30,35,N/A,30,35,N/A,40,25,N/A,,,
38870-88,Designing a Good Life ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Epley, Nicholas",45,20,299,47,18,N/A,47,18,N/A,47,18,N/A,55,10,0,,,
38886-87,Power and Influence in Organizations ⑤,Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Menon, Tanya",38,27,0,46,19,N/A,46,19,N/A,46,19,N/A,59,6,0,,,
38886-88,Power and Influence in Organizations ⑤,Summer,2021,"EMBA Electives Week 2, 1:00 -  4:00","Menon, Tanya",53,12,0,60,5,N/A,60,5,N/A,60,5,N/A,62,3,N/A,,,
40000-81,Operations Management: Business Process Fundamentals,Summer,2021,"Friday, 6:00 -  9:00","Chayet, Sergio",70,CLO,3501,70,CLO,5000,70,CLO,N/A,70,CLO,N/A,70,CLO,4999,,,
40000-85,Operations Management: Business Process Fundamentals,Summer,2021,"Saturday, 1:30 -  4:30","Chayet, Sergio",66,4,0,70,CLO,4000,70,CLO,N/A,70,CLO,N/A,70,CLO,6500,,,
40111-85,Project Management,Summer,2021,"Saturday, 9:00 - 12:00","Chayet, Sergio",40,CLO,8009,40,CLO,15000,40,CLO,N/A,40,CLO,N/A,40,CLO,N/A,,,
41000-81,Business Statistics,Summer,2021,"Friday, 6:00 -  9:00","McCulloch, Robert",43,22,0,42,23,0,65,CLO,1,64,1,100,65,CLO,1,,,
41000-85,Business Statistics,Summer,2021,"Saturday, 1:30 -  4:30","McCulloch, Robert",15,50,0,15,50,0,27,38,0,27,38,5000,33,32,0,,,
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Summer,2021,"Tuesday, 6:00 -  9:00","Gilula, Zvi",40,CLO,50,40,CLO,100,40,CLO,N/A,40,CLO,N/A,39,1,0,,,
42001-81,Competitive Strategy,Summer,2021,"Monday, 6:00 -  9:00","Marciano, Sonia",65,CLO,1000,65,CLO,3767,65,CLO,N/A,65,CLO,N/A,65,CLO,8000,,,
42001-85,Competitive Strategy,Summer,2021,"Saturday, 1:30 -  4:30","Marciano, Sonia",65,CLO,500,65,CLO,1,65,CLO,N/A,65,CLO,N/A,65,CLO,3000,,,
42813-87,Storytelling ⑤,Summer,2021,"EMBA Electives Week 1, 1:00 -  4:00","Rolnik, Guy",53,12,1324,57,8,N/A,57,8,N/A,57,8,N/A,61,4,0,,,
42813-88,Storytelling ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Rolnik, Guy",29,36,2000,42,23,397,42,23,N/A,42,23,N/A,59,6,5001,,,
42819-87,Corporate Governance ⑤,Summer,2021,"EMBA Electives Week 1, 1:00 -  4:00","Gibbs, Michael",21,44,0,27,38,0,27,38,N/A,27,38,N/A,38,27,N/A,,,
42819-88,Corporate Governance ⑤,Summer,2021,"EMBA Electives Week 2, 7:00 - 10:00","Gibbs, Michael",31,34,0,33,32,0,33,32,N/A,33,32,N/A,41,24,0,,,
42820-88,Technology Strategy ⑤,Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Knez, Marc",28,37,1000,32,33,500,32,33,N/A,32,33,N/A,45,20,N/A,,,
42824-87,Merger and Acquisition Strategy ⑤,Summer,2021,"EMBA Electives Week 1, 1:00 -  4:00","Morrissette, Stephen",48,17,0,55,10,8301,55,10,N/A,55,10,N/A,64,1,N/A,,,
42824-88,Merger and Acquisition Strategy ⑤,Summer,2021,"EMBA Electives Week 1, 7:00 - 10:00","Morrissette, Stephen",39,26,4279,53,12,2111,53,12,N/A,53,12,N/A,62,3,13000,,,
30000-81,Financial Accounting,Spring,2021,"Friday, 6:00 -  9:00","Tomy, Rimmy",10,55,0,10,55,N/A,26,39,0,26,39,0,23,42,N/A,,,
30000-82,Financial Accounting,Spring,2021,"Wednesday, 6:00 -  9:00","McClure, Charles",13,52,0,11,54,N/A,28,37,0,28,37,0,40,25,0,,,
30000-83,Financial Accounting,Spring,2021,"Thursday, 6:00 -  9:00","McClure, Charles",9,56,0,14,51,0,23,42,0,24,41,0,30,35,0,,,
30000-85,Financial Accounting,Spring,2021,"Saturday, 9:00 - 12:00","Tomy, Rimmy",7,58,0,6,59,N/A,34,31,0,34,31,0,32,33,0,,,
30000-86,Financial Accounting,Spring,2021,"Saturday, 1:30 -  4:30","Tomy, Rimmy",3,62,0,3,62,0,15,50,0,15,50,0,14,51,0,,,
30001-01,Cost Analysis and Internal Controls,Spring,2021,"Tuesday, 8:30 - 11:30","Stewart, Christopher",65,CLO,2000,65,CLO,2785,65,CLO,N/A,65,CLO,N/A,65,CLO,1000,,,
30001-81,Cost Analysis and Internal Controls,Spring,2021,"Tuesday, 6:00 -  9:00","Stewart, Christopher",16,49,0,10,55,N/A,12,53,0,11,54,N/A,27,38,0,,,
30118-01,Taxes and Business Strategy,Spring,2021,"Wednesday, 1:30 -  4:30","Weiss, Ira",70,CLO,4615,70,CLO,7811,70,CLO,N/A,70,CLO,N/A,70,CLO,4345,,,
30118-81,Taxes and Business Strategy,Spring,2021,"Wednesday, 6:00 -  9:00","Weiss, Ira",60,10,0,60,10,0,63,7,0,63,7,N/A,70,CLO,1005,,,
30120-01,"Accounting, Economic, and Regulatory Issues in Complex Deals ",Spring,2021,"Wednesday, 8:30 - 11:30","Maffett, Mark",51,14,0,62,3,0,62,3,N/A,62,3,N/A,65,CLO,189,,,
30120-81,"Accounting, Economic, and Regulatory Issues in Complex Deals ",Spring,2021,"Wednesday, 6:00 -  9:00","Maffett, Mark",11,54,0,9,56,0,12,53,0,11,54,N/A,20,45,0,,,
30121-81,Accounting for Entrepreneurship: From Start-Up through IPO,Spring,2021,"Thursday, 6:00 -  9:00","Berger, Philip",18,47,0,17,48,0,17,48,N/A,17,48,N/A,28,37,0,,,
30121-82,Accounting for Entrepreneurship: From Start-Up through IPO,Spring,2021,"Friday, 6:00 -  9:00","Berger, Philip",12,53,0,11,54,0,11,54,N/A,11,54,N/A,12,53,0,,,
30121-85,Accounting for Entrepreneurship: From Start-Up through IPO,Spring,2021,"Saturday, 1:30 -  4:30","Berger, Philip",16,49,0,16,49,0,17,48,0,17,48,N/A,19,46,0,,,
30130-01,Financial Statement Analysis,Spring,2021,"Friday, 1:30 -  4:30","Hand, John",65,CLO,2002,65,CLO,5000,65,CLO,N/A,65,CLO,N/A,65,CLO,13240,,,
30130-81,Financial Statement Analysis,Spring,2021,"Friday, 6:00 -  9:00","Hand, John",65,CLO,2500,65,CLO,5329,65,CLO,N/A,65,CLO,N/A,65,CLO,7152,,,
30600-60,Workshop in Accounting Research,Spring,2021,"Thursday, 1:20 -  2:50","Bonham, Jonathan; Tomy, Rimmy",3,62,0,3,62,N/A,3,62,N/A,3,62,N/A,7,58,0,,,
30902-50,Empirical Research in Accounting,Spring,2021,"Tuesday, 8:30 - 11:30","Ball, Ray",6,13,0,9,10,0,9,10,N/A,9,10,N/A,9,10,N/A,,,
31402-01,Leadership Practicum,Spring,2021,"Wednesday, 8:30 - 11:30","Collins, Chris",34,6,0,40,CLO,18,40,CLO,N/A,40,CLO,N/A,40,CLO,2,,,
31403-01,Leadership Studio,Spring,2021,"Tuesday, 1:30 -  4:30","Davis, Harry; Tennant, Nancy",30,CLO,100,30,CLO,10029,30,CLO,N/A,30,CLO,N/A,28,2,0,,,
31403-81,Leadership Studio,Spring,2021,"Tuesday, 6:00 -  9:00","Davis, Harry; Tennant, Nancy",21,9,0,20,10,0,22,8,0,21,9,N/A,21,9,0,,,
32100-01,Data Analysis with R and Python,Spring,2021,"Friday, 8:30 - 11:30","Wang, Xikuan",20,15,0,20,15,0,20,15,N/A,20,15,N/A,20,15,0,,,
32100-02,Data Analysis with R and Python,Spring,2021,"Thursday, 8:30 - 11:30","Lu, Haihao",30,5,0,35,CLO,315,35,CLO,N/A,35,CLO,N/A,34,1,N/A,,,
32100-81,Data Analysis with R and Python,Spring,2021,"Friday, 6:00 -  9:00","Wang, Xikuan",16,19,0,17,18,0,18,17,0,18,17,N/A,17,18,0,,,
32100-85,Data Analysis with R and Python,Spring,2021,"Saturday, 1:30 -  4:30","Wang, Xikuan",5,30,0,5,30,0,7,28,0,7,28,N/A,10,25,0,,,
33001-01,Microeconomics,Spring,2021,"Thursday, 1:30 -  4:30","Rappoport, Daniel",12,53,0,15,50,0,15,50,N/A,15,50,N/A,13,52,N/A,,,
33001-81,Microeconomics,Spring,2021,"Thursday, 6:00 -  9:00","Rappoport, Daniel",12,53,0,12,53,0,23,42,0,22,43,0,27,38,0,,,
33001-85,Microeconomics,Spring,2021,"Saturday, 1:30 -  4:30","Rappoport, Daniel",8,57,0,8,57,0,17,48,0,17,48,0,16,49,0,,,
33002-01,Accelerated Microeconomics,Spring,2021,"Wednesday, 8:30 - 11:30","Topel, Robert",16,49,0,16,49,0,16,49,N/A,16,49,N/A,15,50,N/A,,,
33002-81,Accelerated Microeconomics,Spring,2021,"Wednesday, 6:00 -  9:00","Topel, Robert",13,52,0,15,50,0,28,37,0,28,37,N/A,29,36,0,,,
33032-01,Managing the Workplace,Spring,2021,"Friday, 8:30 - 11:30","Prendergast, Canice",70,CLO,377,70,CLO,4184,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,,,
33032-81,Managing the Workplace,Spring,2021,"Thursday, 6:00 -  9:00","Prendergast, Canice",55,10,0,51,14,0,54,11,0,55,10,0,65,CLO,2365,,,
33032-85,Managing the Workplace,Spring,2021,"Saturday, 9:00 - 12:00","Prendergast, Canice",42,23,0,40,25,0,49,16,0,45,20,N/A,56,9,0,,,
33040-01,Macroeconomics,Spring,2021,"Thursday, 8:30 - 11:30","Guerrieri, Veronica",39,26,0,51,14,0,51,14,N/A,51,14,N/A,52,13,0,,,
33040-02,Macroeconomics,Spring,2021,"Thursday, 1:30 -  4:30","Guerrieri, Veronica",19,46,0,32,33,0,32,33,N/A,32,33,N/A,35,30,0,,,
33222-81,Sports Analytics,Spring,2021,"Tuesday, 6:00 -  9:00","Huizinga, John; Murphy, Kevin",29,1,0,30,CLO,3207,30,CLO,N/A,30,CLO,N/A,30,CLO,N/A,,,
33305-01,The Firm and the Non-Market Environment,Spring,2021,"Thursday, 1:30 -  4:30","Bertrand, Marianne",70,CLO,14603,70,CLO,23129,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,,,
33305-81,The Firm and the Non-Market Environment,Spring,2021,"Thursday, 6:00 -  9:00","Bertrand, Marianne",70,CLO,538,70,CLO,2001,70,CLO,N/A,70,CLO,N/A,70,CLO,21878,,,
33305-85,The Firm and the Non-Market Environment,Spring,2021,"Saturday, 9:00 - 12:00","Bertrand, Marianne",52,18,0,57,13,0,63,7,0,65,5,0,70,CLO,13152,,,
33314-01,Big Problems,Spring,2021,"Tuesday, 1:35 -  4:35","Murphy, Kevin; Topel, Robert",25,CLO,2000,25,CLO,1500,25,CLO,N/A,25,CLO,N/A,22,3,N/A,,,
33403-01,Advanced Macroeconomics,Spring,2021,"Tuesday, 8:30 - 11:30","Kashyap, Anil",21,44,0,21,44,0,21,44,N/A,21,44,N/A,25,40,0,,,
33403-81,Advanced Macroeconomics,Spring,2021,"Tuesday, 6:00 -  9:00","Kashyap, Anil",12,53,0,19,46,0,19,46,N/A,19,46,N/A,22,43,0,,,
33451-81,Real Estate Investments II,Spring,2021,"Thursday, 6:00 -  9:00","Pagliari, Joseph",29,36,0,32,33,0,32,33,N/A,32,33,N/A,32,33,0,,,
33471-01,"Business, Politics, and Ethics",Spring,2021,"Tuesday, 8:30 - 11:30","Barry, Brian",42,CLO,5517,42,CLO,5598,42,CLO,N/A,42,CLO,N/A,42,CLO,12325,,,
33502-01,International Financial Policy,Spring,2021,"Thursday, 1:30 -  4:30","Kekre, Rohan",32,33,0,48,17,0,48,17,N/A,48,17,N/A,49,16,0,,,
33502-81,International Financial Policy,Spring,2021,"Thursday, 6:00 -  9:00","Kekre, Rohan",14,51,0,15,50,0,16,49,0,16,49,N/A,31,34,0,,,
